Protein.Group	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	protein	Protein.Names	Genes	group
Q13608	0.4473195460335721	0.31634338865089895	0.5782957034162453	17.531673133803647	6.824386065838075	3.976538971473588e-9	1.7791999367820464e-7	10.446141346982131	Q13608	PEX6_HUMAN	PEX6	upregulated
Q9Y4L1	0.3590375926782197	0.25358428972852604	0.4644908956279134	22.152888917888394	6.803269783004932	4.3277490976425065e-9	1.9217809150884694e-7	10.362776348329817	Q9Y4L1	HYOU1_HUMAN	HYOU1	upregulated
P15907	-0.5792729486693581	-0.7492934597861536	-0.40925243755256263	15.534379002232647	-6.812343212873646	4.784804542643721e-9	2.1088847484219263e-7	10.293589541398791	P15907	SIAT1_HUMAN	ST6GAL1	downregulated
Q99969	1.1704497637621467	0.8280876663989559	1.5128118611253374	15.992917099910986	6.840332069057008	4.95084348270879e-9	2.1499765888880968e-7	10.292908479952557	Q99969	RARR2_HUMAN	RARRES2	upregulated
P31213	1.0297535066361487	0.727934922181196	1.3315720910911013	18.74113738250109	6.824127973419657	4.903489789905745e-9	2.1451859777172837e-7	10.278065064468077	P31213	S5A2_HUMAN	SRD5A2	upregulated
P11940	-0.2367541190119601	-0.3066852913397969	-0.16682294668412334	21.174300300690145	-6.764951566061782	5.0457748866706416e-9	2.175207772312176e-7	10.21159663969642	P11940	PABP1_HUMAN	PABPC1	downregulated
P45877	1.2595929321211987	0.901604190275178	1.6175816739672193	13.922547039556953	7.081456831885426	6.698527579662553e-9	2.8057804174104284e-7	10.199898589857622	P45877	PPIC_HUMAN	PPIC	upregulated
Q02252	-0.43414553645378395	-0.5626540472202125	-0.3056370256873554	25.346265696374314	-6.750584943832498	5.344549522802316e-9	2.2873122812804692e-7	10.154948010989333	Q02252	MMSA_HUMAN	ALDH6A1	downregulated
O95210	0.4744414518375956	0.33365675318103255	0.6152261504941587	19.319889388863665	6.733876196180712	5.71424648158682e-9	2.42793810937063e-7	10.089087481133301	O95210	STBD1_HUMAN	STBD1	upregulated
Q8N1S5	0.46400715577741003	0.3256139945751987	0.6024003169796214	18.13072533789456	6.699586601883106	6.554540035039243e-9	2.765079531924412e-7	9.954009108461594	Q8N1S5	S39AB_HUMAN	SLC39A11	upregulated
Q6IAA8	-0.4340636843620503	-0.5637236151579471	-0.30440375356615346	18.059999440763185	-6.6893762485926676	6.827734249394514e-9	2.8397604561214084e-7	9.9138083526475	Q6IAA8	LTOR1_HUMAN	LAMTOR1	downregulated
Q08830	0.9696532738083682	0.6783622388835333	1.260944308733203	16.756476589967672	6.6516181004008965	7.940128104113901e-9	3.279328432370399e-7	9.76523227954025	Q08830	FGL1_HUMAN	FGL1	upregulated
P00748	0.6553474327802321	0.4581564898179298	0.8525383757425344	16.145574168870436	6.640833559809096	8.289741767219832e-9	3.3999454775833557e-7	9.722821510577539	P00748	FA12_HUMAN	F12	upregulated
P51857	-0.5144779116723824	-0.6694481883243999	-0.3595076350203649	20.80190728908231	-6.633706950314354	8.529133167640242e-9	3.47400417159195e-7	9.694802145696919	P51857	AK1D1_HUMAN	AKR1D1	downregulated
P00740	0.7342719635300512	0.5130060136148704	0.955537913445232	18.78056356401805	6.631019672510534	8.621176780529965e-9	3.487443155192464e-7	9.684238029551153	P00740	FA9_HUMAN	F9	upregulated
Q9Y625	0.9620154843779624	0.6727069179188616	1.251324050837063	14.925672007671729	6.650903246508032	9.670998692933478e-9	3.8592512351665617e-7	9.600039572466398	Q9Y625	GPC6_HUMAN	GPC6	upregulated
P05181	-0.9427320658693739	-1.2277415804167335	-0.6577225513220142	22.766527202662466	-6.609473684639083	9.395784491296067e-9	3.774932190856774e-7	9.599563957113418	P05181	CP2E1_HUMAN	CYP2E1	downregulated
Q9Y6I8	0.6364563409297431	0.44265345603803247	0.8302592258214538	15.498210434467866	6.562152773998731	1.134850417910186e-8	4.4982728645486966e-7	9.413766577092986	Q9Y6I8	PXMP4_HUMAN	PXMP4	upregulated
P02766	1.1338440228575712	0.7878442030226197	1.4798438426925227	19.08111628106367	6.548101448376692	1.2002517336514967e-8	4.72579115929716e-7	9.35864271771381	P02766	TTHY_HUMAN	TTR	upregulated
Q93096	2.022858742553942	1.4066503963962618	2.6390670887116228	17.194138953048867	6.563758142166235	1.27579603824424e-8	4.989967815808266e-7	9.327747716979284	Q93096	TP4A1_HUMAN	PTP4A1	upregulated
O60683	0.8465795582150002	0.5926588300963462	1.1005002863336542	15.132071755093834	6.692602033166908	1.632089482563035e-8	6.341526634221898e-7	9.215799357712282	O60683	PEX10_HUMAN	PEX10	upregulated
Q99541	0.9147910046779641	0.6331529499378749	1.1964290594180533	17.529678241730576	6.4966640639583595	1.767592085751029e-8	6.778830427562063e-7	9.022007465188087	Q99541	PLIN2_HUMAN	PLIN2	upregulated
Q99487	0.4486009587266073	0.3098575701256886	0.587344347327526	17.394086840965112	6.460793450406661	1.6993742186359587e-8	6.559806624355537e-7	9.016627506419116	Q99487	PAFA2_HUMAN	PAFAH2	upregulated
P18440	0.8451363057847786	0.5851606951146856	1.1051119164548715	14.920466900428611	6.509094750430915	2.0497911957661906e-8	7.810365678835563e-7	8.916343602561263	P18440	ARY1_HUMAN	NAT1	upregulated
P04179	0.4577588913105037	0.31502388844313	0.6004938941778774	23.07228889161754	6.408320992281648	2.0935954561092046e-8	7.926137669090361e-7	8.811506854089542	P04179	SODM_HUMAN	SOD2	upregulated
O15020	-0.3565592055987045	-0.46794632929002067	-0.2451720819073884	20.500982301002114	-6.39638536466103	2.1952528135485133e-8	8.244654757425959e-7	8.764896495515623	O15020	SPTN2_HUMAN	SPTBN2	downregulated
P36955	0.7366707148732684	0.5064960586369983	0.9668453711095385	17.878264121430124	6.395195999143811	2.205647564634781e-8	8.244654757425959e-7	8.760252830009346	P36955	PEDF_HUMAN	SERPINF1	upregulated
P14625	0.35665329805966967	0.2450852393421488	0.46822135677719057	25.3113786732036	6.387697259470732	2.2723196968021367e-8	8.440452911517874e-7	8.730979450719987	P14625	ENPL_HUMAN	HSP90B1	upregulated
P33897	0.5466381599933703	0.37504143220658215	0.7182348877801584	17.33889716900446	6.365446917114589	2.4821601233634776e-8	9.162273555365437e-7	8.64416130989676	P33897	ABCD1_HUMAN	ABCD1	upregulated
P17655	0.5280354991584417	0.36204909186203615	0.6940219064548473	18.247142989857924	6.356653701836321	2.5702959387844653e-8	9.428675661155933e-7	8.609868822228512	P17655	CAN2_HUMAN	CAPN2	upregulated
P36551	-0.47612251897801006	-0.6264688026207232	-0.3257762353352968	18.080777440563686	-6.327963742513231	2.8800401040003707e-8	1.0499701761868018e-6	8.4980518151519	P36551	HEM6_HUMAN	CPOX	downregulated
O00187	1.283218999750662	0.8803485634330126	1.6860894360683114	17.02338763500174	6.377666774270042	3.385515688357869e-8	1.219198515575706e-6	8.416918064029467	O00187	MASP2_HUMAN	MASP2	upregulated
P00736	0.4428683254670897	0.3024205630761333	0.5833160878580461	17.237103059970803	6.300829858962117	3.206981719440778e-8	1.161989818099217e-6	8.392400458500138	P00736	C1R_HUMAN	C1R	upregulated
Q96IY4	0.7452541209258401	0.5075862899017534	0.9829219519499268	15.66521653490179	6.265733805120894	3.6850405800263384e-8	1.3190211918567004e-6	8.25589599535699	Q96IY4	CBPB2_HUMAN	CPB2	upregulated
Q92887	-0.48790940176136854	-0.6435559805660008	-0.33226282295673626	18.79924248195612	-6.263795415668999	3.7134141085030986e-8	1.3211701039047771e-6	8.248361711243653	Q92887	MRP2_HUMAN	ABCC2	downregulated
Q92947	-0.5033498413639855	-0.6643527516484127	-0.3423469310795584	19.826896111302077	-6.247038271150344	3.967913744373335e-8	1.4032633876807735e-6	8.18325082529241	Q92947	GCDH_HUMAN	GCDH	downregulated
Q14554	0.4098363053078709	0.2786982107268817	0.5409743998888601	19.244771053221285	6.244814113474085	4.0029689706607086e-8	1.4072342107572706e-6	8.174611722175827	Q14554	PDIA5_HUMAN	PDIA5	upregulated
Q15166	-0.40227132491348194	-0.5312460500001479	-0.273296599826816	19.445115044298678	-6.232358426950661	4.205039388850892e-8	1.4627056154275944e-6	8.126244254584746	Q15166	PON3_HUMAN	PON3	downregulated
Q13217	0.46512151709387434	0.31598843959737766	0.614254594590371	17.662432410824167	6.232042521025154	4.210293847319523e-8	1.4627056154275944e-6	8.125017829916834	Q13217	DNJC3_HUMAN	DNAJC3	upregulated
P15144	-0.3846859419688357	-0.5081133242880153	-0.26125855964965616	20.155902804559634	-6.227772710094403	4.281955851389303e-8	1.4789024127663874e-6	8.108442783683872	P15144	AMPN_HUMAN	ANPEP	downregulated
O75891	-0.48205382519358153	-0.6369749893069929	-0.32713266108017014	24.22034767995012	-6.217599422755374	4.457611586463064e-8	1.5306194203285382e-6	8.068961578293498	O75891	AL1L1_HUMAN	ALDH1L1	downregulated
Q8NHY3	1.4334037904069583	0.9751133309552145	1.8916942498587022	16.15256657875377	6.258032547747198	4.740258344201655e-8	1.6182639179684957e-6	8.045347013632586	Q8NHY3	GA2L2_HUMAN	GAS2L2	upregulated
P04004	0.4711813886185331	0.3177967778014194	0.6245659994356467	20.3357799959024	6.138246090632692	6.096734992329101e-8	2.0693860267066478e-6	7.761528712582258	P04004	VTNC_HUMAN	VTN	upregulated
O95302	1.0687624433207776	0.7265166511500856	1.4110082354914697	14.141821650326015	6.2656706477517705	7.190600108864962e-8	2.385824957469464e-6	7.757290005451294	O95302	FKBP9_HUMAN	FKBP9	upregulated
Q9Y263	0.3061401386655678	0.20623425920669164	0.4060460181244439	17.33299719540883	6.1230412365554265	6.47313161631645e-8	2.184589447197998e-6	7.702731216676515	Q9Y263	PLAP_HUMAN	PLAA	upregulated
Q9ULX7	-0.7108282679202745	-0.9424846219281857	-0.47917191391236336	16.875115859886787	-6.135289540356286	6.831237931423569e-8	2.2793949843495817e-6	7.672585367786674	Q9ULX7	CAH14_HUMAN	CA14	downregulated
P49895	0.5675028221782269	0.38202619885046163	0.7529794455059922	15.842316149899734	6.113878470113085	6.710986793974707e-8	2.2519936366599217e-6	7.667316067305338	P49895	IOD1_HUMAN	DIO1	upregulated
Q9BVV6	1.4328312484054664	1.0278376758303318	1.837824820980601	12.856746702083994	7.298149522095305	1.451995478680943e-7	4.397684767738281e-6	7.553484278448201	Q9BVV6	TALD3_HUMAN	KIAA0586	upregulated
P28332	-0.43316311589872936	-0.5754694930318406	-0.29085673876561813	21.942262806862573	-6.082261154617163	7.600221744659866e-8	2.5076485823441992e-6	7.5452137608164005	P28332	ADH6_HUMAN	ADH6	downregulated
P29122	0.6176338571546033	0.41508488175762004	0.8201828325515865	15.845443423180134	6.0990319055094195	8.28641453431068e-8	2.7188646799799377e-6	7.49471223075669	P29122	PCSK6_HUMAN	PCSK6	upregulated
O75795	-0.9786488242290592	-1.2836617595983255	-0.673635888859793	18.385474780609727	-6.494058036501831	1.1664608846419974e-7	3.6450359707384324e-6	7.473927757136483	O75795	UDB17_HUMAN	UGT2B17	downregulated
Q7Z4H8	0.8611388034025975	0.5811415714567466	1.1411360353484485	15.445055508861351	6.17083475831545	1.0172830452006059e-7	3.2380853989099532e-6	7.4047702463546	Q7Z4H8	PLGT3_HUMAN	POGLUT3	upregulated
Q9BY49	0.4794008586827052	0.32088718992464516	0.6379145274407653	20.769242417694954	6.043242848180061	8.85997355887278e-8	2.8909946872211402e-6	7.394752640887981	Q9BY49	PECR_HUMAN	PECR	upregulated
P13671	0.4147226332067846	0.2770530474755376	0.5523922189380316	16.46968722937531	6.019462159546444	9.727045212942566e-8	3.156479616903231e-6	7.303173920976333	P13671	CO6_HUMAN	C6	upregulated
P48444	-0.27101791035892814	-0.36102070109132167	-0.18101511962653463	19.839831631765588	-6.016999472189197	9.821504769163317e-8	3.1697162386163145e-6	7.2936956187436515	P48444	COPD_HUMAN	ARCN1	downregulated
Q86UB9	0.5347216299631657	0.3570652579594379	0.7123780019668936	17.34956584876738	6.014297681667946	9.926180856995906e-8	3.1860882685553166e-6	7.2832982459734374	Q86UB9	TM135_HUMAN	TMEM135	upregulated
Q9BV94	0.8973109260928083	0.6049133158027127	1.1897085363829039	16.054709040142278	6.163160636945021	1.1999725171292293e-7	3.7300198348238044e-6	7.2612787522422515	Q9BV94	EDEM2_HUMAN	EDEM2	upregulated
P00439	-0.4120239809314465	-0.5490720016779802	-0.2749759601849127	22.708393359309238	-6.007415669025428	1.0197830751731312e-7	3.2380853989099532e-6	7.256819611416008	P00439	PH4H_HUMAN	PAH	downregulated
O14756	-0.45651593711414457	-0.6084149793649538	-0.3046168948633353	22.999575915976145	-6.005357481668442	1.0280493546360146e-7	3.2468767318076482e-6	7.248902274680006	O14756	H17B6_HUMAN	HSD17B6	downregulated
Q8NCW5	0.4378768930829099	0.29161714095872093	0.5841366452070988	19.050121209801176	5.982258173651541	1.125499766822849e-7	3.5357455440722057e-6	7.160094803327697	Q8NCW5	NNRE_HUMAN	NAXE	upregulated
P08133	-0.3224888619639666	-0.4305333898535356	-0.21444433407439753	23.834598388173962	-5.964168441768276	1.208155266156389e-7	3.7357931947223204e-6	7.090611680214527	P08133	ANXA6_HUMAN	ANXA6	downregulated
Q9Y680	0.7853342474478433	0.5227260137696867	1.0479424811259999	14.823804576365673	5.9794437923962125	1.2511787671033765e-7	3.848678020058616e-6	7.085399084283829	Q9Y680	FKBP7_HUMAN	FKBP7	upregulated
P32929	-0.48067923793946754	-0.6423192045151376	-0.3190392713637975	21.621740029056475	-5.9421631108390764	1.3168394339080952e-7	4.029665127803736e-6	7.0061662236087265	P32929	CGL_HUMAN	CTH	downregulated
Q9Y2Q3	0.3612529886626614	0.23957946718260875	0.4829265101427141	22.865319862094292	5.932712843197146	1.3664343460809438e-7	4.1598769319350795e-6	6.969927262023397	Q9Y2Q3	GSTK1_HUMAN	GSTK1	upregulated
Q9NS37	-0.36192240568380807	-0.4828685292235638	-0.2409762821440523	20.26508671730356	-5.993998942426621	1.5344977584730505e-7	4.577143313910018e-6	6.943789555321222	Q9NS37	ZHANG_HUMAN	CREBZF	downregulated
Q02878	-0.2573497103006556	-0.3442931754156823	-0.17040624518562897	22.511761242924916	-5.914590694555782	1.4667674883319012e-7	4.419759584738882e-6	6.9004791719985725	Q02878	RL6_HUMAN	RPL6	downregulated
Q8N5Z0	-0.481178781787271	-0.6437953109157976	-0.3185622526587445	19.462277371284465	-5.91261686619035	1.478126499085557e-7	4.431378225177309e-6	6.8929186168976635	Q8N5Z0	AADAT_HUMAN	AADAT	downregulated
Q9BX66	-0.3072958579050554	-0.41135982569572666	-0.2032318901143842	18.790751044996423	-5.900574287298389	1.5493394611415748e-7	4.598190380654342e-6	6.846806105083759	Q9BX66	SRBS1_HUMAN	SORBS1	downregulated
P42765	-0.2668045533578248	-0.3576267596965917	-0.17598234701905796	25.747257107305416	-5.870014121064391	1.7456563101552015e-7	5.15492308388831e-6	6.729907470612828	P42765	THIM_HUMAN	ACAA2	downregulated
Q14749	-0.8736578670562888	-1.1715343751727056	-0.5757813589398719	20.903836278823537	-5.860613682959635	1.810852939485534e-7	5.320844507761972e-6	6.693983977301947	Q14749	GNMT_HUMAN	GNMT	downregulated
P28328	0.7621613114670353	0.5033766332701801	1.0209459896638904	13.154470350338192	5.892755545774775	1.924689824316481e-7	5.627335694263929e-6	6.683318738035229	P28328	PEX2_HUMAN	PEX2	upregulated
P02741	1.3991978832385223	0.940088323017799	1.8583074434592457	17.09110295684347	6.15837901979949	2.767516013178709e-7	7.783309320873074e-6	6.606007144209186	P02741	CRP_HUMAN	CRP	upregulated
Q53FZ2	-0.3579266921598026	-0.4804920238385799	-0.23536136048102527	21.521932719834407	-5.835316262464821	1.998508274011702e-7	5.814379244489218e-6	6.5973936888059	Q53FZ2	ACSM3_HUMAN	ACSM3	downregulated
Q9NPD5	-0.9619311921192406	-1.291783336720819	-0.6320790475176623	17.522106679835726	-5.832900344238815	2.3067431685367472e-7	6.645670806525868e-6	6.5021872591805145	Q9NPD5	SO1B3_HUMAN	SLCO1B3	downregulated
Q00266	-0.37023689617979316	-0.4976155550384469	-0.24285823732113945	24.038143372779345	-5.8079247571719925	2.2234188151063414e-7	6.437015451969633e-6	6.492946228733405	Q00266	METK1_HUMAN	MAT1A	downregulated
P05177	-1.044561527524143	-1.4049982013160758	-0.6841248537322104	22.33161855419981	-5.790859257271745	2.3760130156035898e-7	6.812006247647962e-6	6.427947097976077	P05177	CP1A2_HUMAN	CYP1A2	downregulated
O94905	0.31694815961708267	0.20742272559113978	0.42647359364302556	19.9723522809153	5.782440975313163	2.4550550490622464e-7	7.0046159998848444e-6	6.3959046551017735	O94905	ERLN2_HUMAN	ERLIN2	upregulated
Q15067	0.40762937396587656	0.26641204613467806	0.5488467017970751	22.029559918045457	5.767869682046027	2.5980593969240463e-7	7.3769898068429896e-6	6.340475343369009	Q15067	ACOX1_HUMAN	ACOX1	upregulated
P24534	-0.30491049249864144	-0.41063250867086487	-0.199188476326418	20.342497433599043	-5.762950503919968	2.6481717805266374e-7	7.483302648703503e-6	6.321772337689987	P24534	EF1B_HUMAN	EEF1B2	downregulated
Q13310	-0.2608119904541233	-0.3515240185481821	-0.17009996236006447	18.54483119136569	-5.745140230906899	2.8377291731708197e-7	7.942951894192826e-6	6.254097426533663	Q13310	PABP4_HUMAN	PABPC4	downregulated
Q9HCN8	0.6768493514764578	0.44092645366410366	0.9127722492888118	16.240411270951626	5.732708776836549	2.9779239858767727e-7	8.296046726692556e-6	6.206898955385942	Q9HCN8	SDF2L_HUMAN	SDF2L1	upregulated
Q86U10	-0.6466123318364239	-0.8722840262222137	-0.42094063745063404	18.008409073529446	-5.725387034580805	3.0636742435876793e-7	8.494863888558139e-6	6.179115317753155	Q86U10	LPP60_HUMAN	ASPG	downregulated
Q9NY15	-0.7057921809839559	-0.9533824620693808	-0.458201899898531	16.367684657751685	-5.696147238972791	3.4311301512489785e-7	9.46927788470863e-6	6.068270334895551	Q9NY15	STAB1_HUMAN	STAB1	downregulated
Q9NZP8	0.6005200736675548	0.39047297555838867	0.8105671717767209	15.893487475913057	5.720327959302256	3.706909488542522e-7	1.0135651592283395e-5	6.028179371478949	Q9NZP8	C1RL_HUMAN	C1RL	upregulated
Q14894	0.5018700364386295	0.32538149902147717	0.6783585738557818	19.41471514126033	5.682150340078409	3.622116073666172e-7	9.949868619103447e-6	6.015272821138556	Q14894	CRYM_HUMAN	CRYM	upregulated
O60706	2.4992168001546116	1.7549032455365414	3.2435303547726817	14.794104680441235	6.998933978845698	8.069459220996977e-7	2.090273077158252e-5	6.004327644826587	O60706	ABCC9_HUMAN	ABCC9	upregulated
P18848	0.5993809625243759	0.3893053150964717	0.8094566099522801	15.252612445600564	5.7107448193525565	4.022033570210062e-7	1.0946603809060197e-5	5.9778030441973655	P18848	ATF4_HUMAN	ATF4	upregulated
Q10471	-0.4251138472663528	-0.5759263989286882	-0.2743012956040174	17.786396024702313	-5.632558621268163	4.3871836893781583e-7	1.18856453529667e-5	5.827835991253107	Q10471	GALT2_HUMAN	GALNT2	downregulated
Q9NQ94	-0.317032567062657	-0.4300468351165712	-0.20401829900874274	20.133961613693522	-5.605425147014362	4.871185905243741e-7	1.3136631943547732e-5	5.725508347165595	Q9NQ94	A1CF_HUMAN	A1CF	downregulated
P23526	-0.2899700708833738	-0.39350613367307735	-0.18643400809367022	22.31188266560386	-5.596280647319596	5.0458917763646e-7	1.3545925832367875e-5	5.6910586252423006	P23526	SAHH_HUMAN	AHCY	downregulated
P15428	-0.5031024246720065	-0.6831767828521974	-0.3230280664918156	19.394999885691554	-5.582676876234336	5.317292926099334e-7	1.4209923991648265e-5	5.639844196851911	P15428	PGDH_HUMAN	HPGD	downregulated
P48163	0.7618663042308242	0.4886577965693639	1.0350748118922846	19.05182018321297	5.572146214213676	5.537229686380632e-7	1.4731026363857664e-5	5.600227725277669	P48163	MAOX_HUMAN	ME1	upregulated
P12259	0.4673738152755008	0.29895928632089996	0.6357883442301017	17.177997837431615	5.545271051930938	6.140035484225335e-7	1.626145720620396e-5	5.499237152754102	P12259	FA5_HUMAN	F5	upregulated
